0	0	266.5	272.0
10	0	325.5	244.0
20	0	384.5	216.5
30	0	424.5	196.0
40	0	445.5	182.0
50	0	467.0	168.5
60	0	484.0	142.0
70	0	497.0	115.5
80	0	501.0	110.0
90	0	504.5	104.5
100	0	508.0	97.0
110	0	512.0	89.0
120	0	506.0	83.0
130	0	505.0	74.5
140	0	504.5	66.0
150	0	502.5	59.5
160	0	499.5	53.5
170	0	497.5	45.5
180	0	495.5	36.0
190	0	493.0	34.5
200	0	491.0	30.5
210	0	488.5	23.5
220	0	499.5	28.0
230	0	510.0	38.0
240	0	509.0	54.0
250	0	508.0	70.5
260	0	507.0	87.0
0	1	174.0	376.0
10	1	144.0	398.0
20	1	114.5	420.0
30	1	140.0	401.0
40	1	193.0	366.0
50	1	258.5	335.0
60	1	318.5	302.5
70	1	356.0	266.0
80	1	390.0	231.5
90	1	417.0	199.0
100	1	436.0	177.5
110	1	451.0	159.0
120	1	461.5	145.5
130	1	469.0	132.5
140	1	471.5	120.5
150	1	475.0	108.5
160	1	478.5	97.5
170	1	481.0	90.0
180	1	488.0	81.5
190	1	492.0	78.5
200	1	495.5	76.5
210	1	498.5	70.5
220	1	503.5	67.5
230	1	507.5	66.0
240	1	509.5	64.0
250	1	488.5	100.5
260	1	452.0	154.0
0	2	170.0	390.5
10	2	156.0	397.5
20	2	142.5	405.5
30	2	129.0	412.5
40	2	115.5	420.5
50	2	102.0	428.5
60	2	88.5	435.5
70	2	75.5	443.5
80	2	110.5	423.5
90	2	306.5	327.0
100	2	404.0	272.5
110	2	480.0	217.0
120	2	500.0	204.5
130	2	514.0	194.5
140	2	512.5	190.5
150	2	511.5	191.0
160	2	510.5	191.0
170	2	510.0	191.5
180	2	509.0	194.0
190	2	507.5	192.0
200	2	505.5	189.0
210	2	502.5	189.5
220	2	507.0	191.0
230	2	505.5	191.5
240	2	503.5	191.5
250	2	483.0	213.0
260	2	441.5	248.5
0	3	863.5	162.5
10	3	856.0	146.5
20	3	849.0	131.0
30	3	842.5	115.0
40	3	835.5	99.5
50	3	833.5	101.5
60	3	831.5	105.0
70	3	830.0	108.5
80	3	828.5	114.0
90	3	827.0	120.0
100	3	830.0	127.5
110	3	838.5	136.5
120	3	847.5	145.5
130	3	856.0	154.5
140	3	865.5	163.5
150	3	876.5	170.5
160	3	887.5	176.5
170	3	898.5	185.5
180	3	908.5	196.5
190	3	915.5	205.0
200	3	920.0	211.0
210	3	925.0	217.0
220	3	930.0	223.0
230	3	930.0	233.0
240	3	928.0	245.0
250	3	927.0	255.0
260	3	927.0	255.0
0	4	1126.5	584.0
10	4	1126.5	584.0
20	4	1126.5	584.0
30	4	1126.5	584.0
40	4	1126.5	584.0
50	4	1126.5	584.0
60	4	1126.5	584.0
70	4	1126.5	584.0
80	4	1126.5	584.0
90	4	1126.5	584.0
100	4	1126.5	584.0
110	4	1126.5	584.0
120	4	1126.5	584.0
130	4	1126.5	584.0
140	4	1126.5	584.0
150	4	1126.5	584.0
160	4	1126.5	584.0
170	4	1126.5	584.0
180	4	1126.5	584.0
190	4	1126.5	584.0
200	4	1126.5	584.0
210	4	1126.5	584.0
220	4	1126.5	584.0
230	4	1126.5	584.0
240	4	1126.5	584.0
250	4	1126.5	584.0
260	4	1126.5	584.0
0	5	1004.5	625.5
10	5	1004.5	625.5
20	5	1004.5	625.5
30	5	1004.5	625.5
40	5	1004.5	625.5
50	5	1004.5	625.5
60	5	1004.5	625.5
70	5	1004.5	625.5
80	5	1004.5	625.5
90	5	1004.5	625.5
100	5	1004.5	625.5
110	5	1004.5	625.5
120	5	1004.5	625.5
130	5	1004.5	625.5
140	5	1004.5	625.5
150	5	1004.5	625.5
160	5	1004.5	625.5
170	5	1004.5	625.5
180	5	1004.5	625.5
190	5	1004.5	625.5
200	5	1004.5	625.5
210	5	1004.5	625.5
220	5	1004.5	625.5
230	5	1004.5	625.5
240	5	1004.5	625.5
250	5	1004.5	625.5
260	5	1004.5	625.5
