0	0	1219.5	197.5
10	0	1219.5	188.5
20	0	1223.5	185.5
30	0	1228.5	182.5
40	0	1233.5	180.5
50	0	1237.5	177.5
60	0	1242.5	174.5
70	0	1244.5	170.5
80	0	1249.5	170.5
90	0	1255.5	160.5
100	0	1255.5	160.5
0	1	581.0	30.5
10	1	564.5	48.5
20	1	543.5	64.5
30	1	522.5	79.5
40	1	493.0	100.5
50	1	464.5	117.0
60	1	424.0	131.5
70	1	374.0	146.0
80	1	314.0	158.5
90	1	233.5	175.0
100	1	158.5	188.0
0	2	484.0	113.0
10	2	456.0	127.0
20	2	406.5	142.5
30	2	355.5	159.5
40	2	288.5	171.0
50	2	211.5	182.0
60	2	136.0	192.0
70	2	57.0	198.5
80	2	14.0	195.5
90	2	14.0	195.5
100	2	14.0	195.5
0	3	213.0	188.0
10	3	125.0	200.0
20	3	54.0	206.0
30	3	54.0	206.0
40	3	54.0	206.0
50	3	54.0	206.0
60	3	54.0	206.0
70	3	54.0	206.0
80	3	54.0	206.0
90	3	54.0	206.0
100	3	54.0	206.0
0	4	544.0	276.5
10	4	545.0	269.5
20	4	543.0	268.5
30	4	542.0	267.5
40	4	541.0	267.5
50	4	540.0	265.5
60	4	539.0	264.5
70	4	538.0	263.5
80	4	518.5	247.5
90	4	502.0	239.5
100	4	469.5	229.0
0	5	614.0	369.5
10	5	694.0	373.5
20	5	799.5	369.5
30	5	892.0	376.0
40	5	978.0	393.5
50	5	1049.5	392.0
60	5	1131.5	394.0
70	5	1196.5	398.5
80	5	1214.5	400.5
90	5	1233.0	403.5
100	5	1239.0	404.5
0	6	183.5	680.0
10	6	178.5	698.0
20	6	178.5	698.0
30	6	178.5	698.0
40	6	178.5	698.0
50	6	178.5	698.0
60	6	178.5	698.0
70	6	178.5	698.0
80	6	178.5	698.0
90	6	178.5	698.0
100	6	178.5	698.0
0	7	474.5	469.5
10	7	478.5	436.5
20	7	478.5	428.5
30	7	477.0	409.0
40	7	476.0	380.5
50	7	464.0	366.5
60	7	442.0	342.0
70	7	411.5	323.5
80	7	378.5	307.5
90	7	335.0	293.5
100	7	287.5	284.5
0	8	584.5	485.0
10	8	603.5	428.0
20	8	623.5	392.0
30	8	634.0	366.5
40	8	644.0	339.5
50	8	648.0	327.5
60	8	648.0	319.5
70	8	648.0	319.5
80	8	648.0	319.5
90	8	648.0	319.5
100	8	648.0	319.5
0	9	444.0	693.0
10	9	444.0	693.0
20	9	444.0	693.0
30	9	444.0	693.0
40	9	467.5	659.5
50	9	496.5	604.0
60	9	523.5	552.0
70	9	550.5	511.0
80	9	563.0	477.5
90	9	572.0	446.5
100	9	580.0	426.5
