0	0	477.5	593.0
10	0	216.0	649.0
20	0	390.0	611.0
30	0	540.0	554.5
40	0	664.0	480.5
50	0	762.0	425.5
60	0	821.5	380.5
70	0	882.5	337.5
80	0	929.0	308.0
90	0	962.5	282.0
100	0	991.0	258.5
110	0	1009.0	241.5
120	0	1028.0	223.5
130	0	1038.0	201.0
140	0	1043.5	186.0
150	0	1047.0	174.0
160	0	1051.0	162.5
170	0	1055.0	151.0
180	0	1049.0	134.5
190	0	1047.0	126.5
200	0	1045.0	118.5
210	0	1032.5	145.0
220	0	1007.5	207.5
0	1	223.5	573.0
10	1	213.0	579.5
20	1	203.0	586.5
30	1	193.5	593.5
40	1	183.5	600.0
50	1	173.5	607.0
60	1	163.5	614.0
70	1	153.5	620.5
80	1	144.0	628.0
90	1	134.0	635.0
100	1	124.0	641.5
110	1	114.0	648.5
120	1	104.0	655.5
130	1	94.5	662.0
140	1	84.5	669.0
150	1	80.5	671.0
160	1	125.0	628.0
170	1	166.5	609.0
180	1	188.0	595.5
190	1	208.0	583.0
200	1	224.5	572.0
210	1	255.5	570.0
220	1	262.5	570.0
0	2	857.0	223.5
10	2	854.0	226.5
20	2	851.0	229.5
30	2	848.0	233.0
40	2	845.0	236.0
50	2	842.0	239.5
60	2	839.0	243.0
70	2	836.0	246.0
80	2	833.5	249.0
90	2	831.5	253.0
100	2	831.5	259.0
110	2	838.5	265.0
120	2	840.5	268.0
130	2	840.5	270.0
140	2	840.5	273.0
150	2	841.5	278.0
160	2	839.5	281.0
170	2	848.0	277.0
180	2	852.5	271.0
190	2	852.0	265.0
200	2	846.0	258.5
210	2	845.5	257.0
220	2	831.5	253.0
0	3	619.5	322.5
10	3	519.0	361.0
20	3	419.0	400.5
30	3	319.0	439.5
40	3	219.0	479.0
50	3	119.5	518.5
60	3	300.0	446.0
70	3	440.5	400.0
80	3	549.5	353.5
90	3	636.5	315.5
100	3	693.5	293.5
110	3	745.5	268.5
120	3	795.0	243.0
130	3	843.0	225.0
140	3	890.0	214.0
150	3	924.0	196.5
160	3	953.5	185.0
170	3	967.0	170.0
180	3	970.5	161.0
190	3	974.0	151.0
200	3	977.0	143.0
210	3	977.0	143.0
220	3	977.0	143.0
0	4	418.0	399.5
10	4	358.5	443.5
20	4	299.5	488.5
30	4	241.0	533.0
40	4	181.5	578.0
50	4	122.5	622.5
60	4	64.0	667.5
70	4	220.5	581.0
80	4	341.0	478.0
90	4	444.0	382.5
100	4	530.0	326.5
110	4	618.0	287.5
120	4	693.5	249.5
130	4	764.5	219.5
140	4	833.5	198.5
150	4	894.0	184.5
160	4	937.0	174.5
170	4	956.5	146.5
180	4	951.5	135.0
190	4	946.5	124.0
200	4	909.0	133.5
210	4	739.0	224.5
220	4	570.0	316.5
0	5	804.5	446.0
10	5	718.0	492.0
20	5	631.5	538.0
30	5	545.0	585.0
40	5	458.5	631.0
50	5	372.5	678.0
60	5	517.5	628.5
70	5	636.0	555.5
80	5	736.0	491.0
90	5	822.5	434.0
100	5	885.5	394.0
110	5	933.5	356.0
120	5	969.5	322.5
130	5	1000.0	294.5
140	5	1025.0	272.5
150	5	1050.0	255.0
160	5	1064.0	244.0
170	5	1077.0	224.5
180	5	1084.5	210.5
190	5	1091.5	197.0
200	5	1099.5	184.0
210	5	997.0	274.5
220	5	895.5	364.5
0	6	477.5	495.5
10	6	450.0	508.5
20	6	423.0	521.5
30	6	396.0	534.5
40	6	369.0	548.0
50	6	342.0	561.0
60	6	315.0	574.5
70	6	288.0	587.5
80	6	261.0	601.0
90	6	234.0	614.0
100	6	207.0	627.0
110	6	180.5	641.0
120	6	377.0	545.5
130	6	526.5	469.0
140	6	649.5	404.5
150	6	747.5	356.0
160	6	798.5	316.5
170	6	829.0	296.5
180	6	847.0	289.0
190	6	866.5	293.5
200	6	882.0	303.0
210	6	882.0	318.5
220	6	905.5	298.5
0	7	634.0	563.5
10	7	612.5	572.5
20	7	591.0	581.5
30	7	569.5	591.0
40	7	548.0	600.0
50	7	526.5	609.0
60	7	505.5	618.5
70	7	484.0	627.5
80	7	462.5	636.5
90	7	441.0	646.0
100	7	419.5	655.0
110	7	399.0	665.0
120	7	542.5	613.5
130	7	675.5	539.0
140	7	782.0	479.5
150	7	875.0	430.0
160	7	945.5	391.0
170	7	982.0	350.0
180	7	1016.5	315.5
190	7	1043.0	290.5
200	7	1070.5	266.0
210	7	1093.5	255.0
220	7	1114.0	250.5
0	8	95.5	455.0
10	8	90.5	457.0
20	8	86.5	460.0
30	8	82.5	463.0
40	8	78.0	466.0
50	8	73.5	469.0
60	8	69.5	472.0
70	8	65.0	474.0
80	8	61.0	477.0
90	8	56.5	480.0
100	8	52.0	483.0
110	8	48.0	486.0
120	8	44.0	489.0
130	8	135.5	438.0
140	8	235.5	398.0
150	8	333.5	345.0
160	8	425.5	334.0
170	8	513.5	312.0
180	8	585.0	283.5
190	8	647.0	264.5
200	8	706.5	246.0
210	8	746.0	239.5
220	8	712.0	247.0
0	9	262.0	496.0
10	9	242.0	507.0
20	9	222.5	518.5
30	9	203.0	530.0
40	9	183.5	541.5
50	9	164.5	553.5
60	9	145.0	564.5
70	9	125.0	576.5
80	9	105.5	588.0
90	9	86.5	599.5
100	9	109.5	578.5
110	9	151.0	544.0
120	9	214.5	511.0
130	9	285.0	484.5
140	9	343.5	456.0
150	9	418.0	442.0
160	9	440.0	429.0
170	9	468.5	402.5
180	9	503.0	376.5
190	9	537.0	370.5
200	9	564.0	366.5
210	9	564.5	364.0
220	9	564.0	365.5
0	10	330.5	155.5
10	10	330.5	155.5
20	10	330.5	155.5
30	10	330.5	155.5
40	10	330.5	155.5
50	10	330.5	155.5
60	10	330.5	155.5
70	10	330.5	155.5
80	10	330.5	155.5
90	10	330.5	155.5
100	10	330.5	155.5
110	10	330.5	155.5
120	10	330.5	155.5
130	10	330.5	155.5
140	10	330.5	155.5
150	10	330.5	155.5
160	10	330.5	155.5
170	10	330.5	155.5
180	10	330.5	155.5
190	10	330.5	155.5
200	10	330.5	155.5
210	10	330.5	155.5
220	10	330.5	155.5
0	11	132.0	177.5
10	11	132.0	177.5
20	11	132.0	177.5
30	11	132.0	177.5
40	11	132.0	177.5
50	11	132.0	177.5
60	11	132.0	177.5
70	11	132.0	177.5
80	11	132.0	177.5
90	11	132.0	177.5
100	11	132.0	177.5
110	11	132.0	177.5
120	11	132.0	177.5
130	11	132.0	177.5
140	11	132.0	177.5
150	11	132.0	177.5
160	11	132.0	177.5
170	11	132.0	177.5
180	11	132.0	177.5
190	11	132.0	177.5
200	11	132.0	177.5
210	11	132.0	177.5
220	11	132.0	177.5
0	12	110.5	475.5
10	12	110.5	475.5
20	12	110.5	475.5
30	12	110.5	475.5
40	12	110.5	475.5
50	12	110.5	475.5
60	12	110.5	475.5
70	12	110.5	475.5
80	12	110.5	475.5
90	12	110.5	475.5
100	12	110.5	475.5
110	12	110.5	475.5
120	12	110.5	475.5
130	12	110.5	475.5
140	12	110.5	475.5
150	12	110.5	475.5
160	12	54.5	506.0
170	12	139.5	459.5
180	12	219.5	423.5
190	12	304.5	390.0
200	12	386.0	355.0
210	12	447.0	330.5
220	12	397.5	352.0
0	13	204.0	131.5
10	13	204.0	131.5
20	13	204.0	131.5
30	13	204.0	131.5
40	13	204.0	131.5
50	13	204.0	131.5
60	13	204.0	131.5
70	13	204.0	131.5
80	13	204.0	131.5
90	13	204.0	131.5
100	13	204.0	131.5
110	13	204.0	131.5
120	13	204.0	131.5
130	13	204.0	131.5
140	13	204.0	131.5
150	13	204.0	131.5
160	13	204.0	131.5
170	13	204.0	131.5
180	13	204.0	131.5
190	13	204.0	131.5
200	13	204.0	131.5
210	13	204.0	131.5
220	13	204.0	131.5
0	14	1051.0	106.5
10	14	1051.0	106.5
20	14	1051.0	106.5
30	14	1051.0	106.5
40	14	1051.0	106.5
50	14	1051.0	106.5
60	14	1051.0	106.5
70	14	1051.0	106.5
80	14	1051.0	106.5
90	14	1051.0	106.5
100	14	1051.0	106.5
110	14	1051.0	106.5
120	14	1051.0	106.5
130	14	1051.0	106.5
140	14	1051.0	106.5
150	14	1051.0	106.5
160	14	1051.0	106.5
170	14	1051.0	106.5
180	14	1051.0	106.5
190	14	1051.0	106.5
200	14	1051.0	106.5
210	14	1051.0	106.5
220	14	1051.0	106.5
0	15	1172.5	542.0
10	15	1172.5	542.0
20	15	1172.5	542.0
30	15	1172.5	542.0
40	15	1172.5	542.0
50	15	1172.5	542.0
60	15	1172.5	542.0
70	15	1172.5	542.0
80	15	1172.5	542.0
90	15	1172.5	542.0
100	15	1172.5	542.0
110	15	1172.5	542.0
120	15	1172.5	542.0
130	15	1172.5	542.0
140	15	1172.5	542.0
150	15	1172.5	542.0
160	15	1172.5	542.0
170	15	1172.5	542.0
180	15	1172.5	542.0
190	15	1172.5	542.0
200	15	1172.5	542.0
210	15	1172.5	542.0
220	15	1172.5	542.0
0	16	1173.5	607.0
10	16	1173.5	607.0
20	16	1173.5	607.0
30	16	1173.5	607.0
40	16	1173.5	607.0
50	16	1173.5	607.0
60	16	1173.5	607.0
70	16	1173.5	607.0
80	16	1173.5	607.0
90	16	1173.5	607.0
100	16	1173.5	607.0
110	16	1173.5	607.0
120	16	1173.5	607.0
130	16	1173.5	607.0
140	16	1173.5	607.0
150	16	1173.5	607.0
160	16	1173.5	607.0
170	16	1173.5	607.0
180	16	1173.5	607.0
190	16	1173.5	607.0
200	16	1173.5	607.0
210	16	1173.5	607.0
220	16	1173.5	607.0
0	17	909.5	291.0
10	17	909.5	291.0
20	17	909.5	291.0
30	17	909.5	291.0
40	17	909.5	291.0
50	17	909.5	291.0
60	17	909.5	291.0
70	17	909.5	291.0
80	17	909.5	291.0
90	17	909.5	291.0
100	17	909.5	291.0
110	17	909.5	291.0
120	17	909.5	291.0
130	17	909.5	291.0
140	17	909.5	291.0
150	17	909.5	291.0
160	17	909.5	291.0
170	17	909.5	291.0
180	17	909.5	291.0
190	17	909.5	291.0
200	17	909.5	291.0
210	17	909.5	291.0
220	17	909.5	291.0
